TREE0_LABEL	TREE0_HEAD	TREE0_HEADPOS	TREE1_LABEL	TREE1_HEAD	TREE1_HEADPOS	TREE2_LABEL	TREE2_HEAD	TREE2_HEADPOS	TREE3_LABEL	TREE3_HEAD	ANTECEDENT_CARRIED	WORD_NEXT0_LEX	WORD_NEXT0_POS	WORD_NEXT1_LEX	WORD_NEXT1_POS	ACTION	ACTION_RESULT_LABEL	ACTION_PREV	FREQ	ACTIVATION
S_BAR	be	VBD	NP	*t*	-NONE-	WHNP	which	WDT	,	,	NO	,	,	the	DT	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	be	VBD	WHNP	which	WDT	,	,	 	NP	feet	NO	,	,	the	DT	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	which	WDT	WHNP	which	WDT	,	,	 	NP	feet	NO	,	,	the	DT	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	which	WDT	,	,	 	NP	foot	NNS	IN	with	NO	,	,	the	DT	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	foot	NNS	,	,	 	NP	foot	NNS	IN	with	NO	,	,	the	DT	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	foot	NNS	NP	foot	NNS	IN	with	 	IN	so	NO	,	,	the	DT	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	foot	NNS	IN	with	 	IN	so	 	NOPOS	noword	NO	,	,	the	DT	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	with	IN	IN	with	 	IN	so	 	NOPOS	noword	NO	,	,	the	DT	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	with	IN	IN	so	 	NOPOS	noword	 		 	NO	,	,	the	DT	reduce_unary	ADVP_BAR	reduce_binary	1	-9.294198074178478
ADVP_BAR	 	 	IN	so	 	NOPOS	noword	 		 	NO	,	,	the	DT	reduce_binary	ADVP	reduce_unary	1	-9.294198074178478
,	,	 	ADVP	 	 	NOPOS	noword	 		 	NO	the	DT	little	JJ	shift	''	shift	1	-9.294198074178478
DT	the	 	,	,	 	ADVP	 	 	NOPOS	noword	NO	little	JJ	girl	NN	shift	''	shift	1	-9.294198074178478
JJ	little	 	DT	the	 	,	,	 	ADVP	 	NO	girl	NN	went	VBD	shift	''	shift	1	-9.294198074178478
NN	girl	 	JJ	little	 	DT	the	 	,	,	NO	went	VBD	on	RP	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	girl	NN	JJ	little	 	DT	the	 	,	,	NO	went	VBD	on	RP	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	girl	NN	DT	the	 	,	,	 	ADVP	 	NO	went	VBD	on	RP	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	girl	NN	,	,	 	ADVP	 	 	NOPOS	noword	NO	went	VBD	on	RP	shift	''	reduce_binary	1	-9.294198074178478
VBD	go	 	NP	girl	NN	,	,	 	ADVP	 	NO	on	RP	,	,	shift	''	shift	1	-9.294198074178478
RP	on	 	VBD	go	 	NP	girl	NN	,	,	NO	,	,	wondering	VBG	reduce_unary	PRT	shift	1	-9.294198074178478
PRT	on	RP	VBD	go	 	NP	girl	NN	,	,	NO	,	,	wondering	VBG	shift	''	reduce_unary	1	-9.294198074178478
,	,	 	PRT	on	RP	VBD	go	 	NP	girl	NO	wondering	VBG	how	WRB	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 	,	,	 	PRT	on	RP	VBD	went	NO	wondering	VBG	how	WRB	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	,	,	 	PRT	on	RP	VBD	went	NO	wondering	VBG	how	WRB	shift	''	reduce_unary	1	-9.294198074178478
VBG	wonder	 	NP	*	-NONE-	,	,	 	PRT	on	NO	how	WRB	she	PRP	shift	''	shift	1	-9.294198074178478
WRB	how	 	VBG	wonder	 	NP	*	-NONE-	,	,	NO	she	PRP	would	MD	reduce_unary	WHADVP	shift	1	-9.294198074178478
WHADVP	how	WRB	VBG	wonder	 	NP	*	-NONE-	,	,	YES	she	PRP	would	MD	shift	''	reduce_unary	1	-9.294198074178478
PRP	she	 	WHADVP	how	WRB	VBG	wonder	 	NP	*	YES	would	MD	get	VB	reduce_unary	NP	shift	1	-9.294198074178478
NP	she	PRP	WHADVP	how	WRB	VBG	wonder	 	NP	*	YES	would	MD	get	VB	postulate_gap	*t*	reduce_unary	1	-9.294198074178478
-NONE-	*t*	 	NP	she	PRP	WHADVP	how	WRB	VBG	wondering	NO	would	MD	get	VB	reduce_unary	ADVP-MNR	postulate_gap	1	-9.294198074178478
ADVP-MNR	 	 	NP	she	PRP	WHADVP	how	WRB	VBG	wondering	NO	would	MD	get	VB	shift	''	reduce_unary	1	-9.294198074178478
MD	would	 	ADVP-MNR	 	 	NP	she	PRP	WHADVP	how	NO	get	VB	through	IN	shift	''	shift	1	-9.294198074178478
VB	get	 	MD	would	 	ADVP-MNR	 	 	NP	she	NO	through	IN	this	DT	shift	''	shift	1	-9.294198074178478
IN	through	 	VB	get	 	MD	would	 	ADVP-MNR	 	NO	this	DT	dreadful	JJ	shift	''	shift	1	-9.294198074178478
DT	this	 	IN	through	 	VB	get	 	MD	would	NO	dreadful	JJ	night	NN	shift	''	shift	1	-9.294198074178478
JJ	dreadful	 	DT	this	 	IN	through	 	VB	get	NO	night	NN	.	.	shift	''	shift	1	-9.294198074178478
NN	night	 	JJ	dreadful	 	DT	this	 	IN	through	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	night	NN	JJ	dreadful	 	DT	this	 	IN	through	NO	.	.	noword	NOPOS	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	night	NN	DT	this	 	IN	through	 	VB	get	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	night	NN	IN	through	 	VB	get	 	MD	would	NO	.	.	noword	NOPOS	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	through	IN	IN	through	 	VB	get	 	MD	would	NO	.	.	noword	NOPOS	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	through	IN	VB	get	 	MD	would	 	ADVP-MNR	 	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	get	VB	VB	get	 	MD	would	 	ADVP-MNR	 	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	get	VB	MD	would	 	ADVP-MNR	 	 	NP	she	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	get	VB	MD	would	 	ADVP-MNR	 	 	NP	she	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	get	VB	ADVP-MNR	 	 	NP	she	PRP	WHADVP	how	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	get	VB	NP	she	PRP	WHADVP	how	WRB	VBG	wondering	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	get	VB	NP	she	PRP	WHADVP	how	WRB	VBG	wondering	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	get	VB	WHADVP	how	WRB	VBG	wonder	 	NP	*	NO	.	.	noword	NOPOS	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	how	WRB	WHADVP	how	WRB	VBG	wonder	 	NP	*	NO	.	.	noword	NOPOS	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	how	WRB	VBG	wonder	 	NP	*	-NONE-	,	,	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	wonder	VBG	VBG	wonder	 	NP	*	-NONE-	,	,	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	wonder	VBG	NP	*	-NONE-	,	,	 	PRT	on	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	wonder	VBG	NP	*	-NONE-	,	,	 	PRT	on	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	wonder	VBG	,	,	 	PRT	on	RP	VBD	went	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	wonder	VBG	,	,	 	PRT	on	RP	VBD	went	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	wonder	VBG	PRT	on	RP	VBD	go	 	NP	girl	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	wonder	VBG	VBD	go	 	NP	girl	NN	,	,	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	wonder	VBG	NP	girl	NN	,	,	 	ADVP	 	NO	.	.	noword	NOPOS	shift	''	reduce_binary	1	-9.294198074178478
.	.	 	VP	wonder	VBG	NP	girl	NN	,	,	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	wonder	VBG	VP	wonder	VBG	NP	girl	NN	,	,	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	wonder	VBG	NP	girl	NN	,	,	 	ADVP	 	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	wonder	VBG	,	,	 	ADVP	 	 	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	wonder	VBG	ADVP	 	 	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	wonder	VBG	NOPOS	noword	 		 	 		 	NO	.	.	noword	NOPOS	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
NOPOS	noword	 		 	 		 	 		 	NO	she	PRP	approached	VBD	shift	''		1	-9.294198074178478
PRP	she	 	NOPOS	noword	 		 	 		 	NO	approached	VBD	an	DT	reduce_unary	NP	shift	1	-9.294198074178478
NP	she	PRP	NOPOS	noword	 		 	 		 	NO	approached	VBD	an	DT	shift	''	reduce_unary	1	-9.294198074178478
VBD	approach	 	NP	she	PRP	NOPOS	noword	 		 	NO	an	DT	old	JJ	shift	''	shift	1	-9.294198074178478
DT	an	 	VBD	approach	 	NP	she	PRP	NOPOS	noword	NO	old	JJ	hovel	NN	shift	''	shift	1	-9.294198074178478
JJ	old	 	DT	an	 	VBD	approach	 	NP	she	NO	hovel	NN	she	PRP	shift	''	shift	1	-9.294198074178478
NN	hovel	 	JJ	old	 	DT	an	 	VBD	approached	NO	she	PRP	had	VBD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	hovel	NN	JJ	old	 	DT	an	 	VBD	approached	NO	she	PRP	had	VBD	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	hovel	NN	DT	an	 	VBD	approach	 	NP	she	NO	she	PRP	had	VBD	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	hovel	NN	VBD	approach	 	NP	she	PRP	NOPOS	noword	NO	she	PRP	had	VBD	postulate_gap	*	reduce_binary	1	-9.294198074178478
-NONE-	*	 	NP	hovel	NN	VBD	approach	 	NP	she	NO	she	PRP	had	VBD	reduce_unary	WHNP	postulate_gap	1	-9.294198074178478
WHNP	 	 	NP	hovel	NN	VBD	approach	 	NP	she	YES	she	PRP	had	VBD	shift	''	reduce_unary	1	-9.294198074178478
PRP	she	 	WHNP	 	 	NP	hovel	NN	VBD	approached	YES	had	VBD	used	VBN	reduce_unary	NP	shift	1	-9.294198074178478
NP	she	PRP	WHNP	 	 	NP	hovel	NN	VBD	approached	YES	had	VBD	used	VBN	shift	''	reduce_unary	1	-9.294198074178478
VBD	have	 	NP	she	PRP	WHNP	 	 	NP	hovel	YES	used	VBN	as	IN	shift	''	shift	1	-9.294198074178478
VBN	use	 	VBD	have	 	NP	she	PRP	WHNP	 	YES	as	IN	a	DT	postulate_gap	*t*	shift	1	-9.294198074178478
-NONE-	*t*	 	VBN	use	 	VBD	have	 	NP	she	NO	as	IN	a	DT	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*t*	-NONE-	VBN	use	 	VBD	have	 	NP	she	NO	as	IN	a	DT	shift	''	reduce_unary	1	-9.294198074178478
IN	as	 	NP	*t*	-NONE-	VBN	use	 	VBD	had	NO	a	DT	shelter	NN	shift	''	shift	1	-9.294198074178478
DT	a	 	IN	as	 	NP	*t*	-NONE-	VBN	used	NO	shelter	NN	a	DT	shift	''	shift	1	-9.294198074178478
NN	shelter	 	DT	a	 	IN	as	 	NP	*t*	NO	a	DT	few	JJ	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	shelter	NN	DT	a	 	IN	as	 	NP	*t*	NO	a	DT	few	JJ	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	shelter	NN	IN	as	 	NP	*t*	-NONE-	VBN	used	NO	a	DT	few	JJ	shift	''	reduce_binary	1	-9.294198074178478
DT	a	 	NP	shelter	NN	IN	as	 	NP	*t*	NO	few	JJ	times	NNS	shift	''	shift	1	-9.294198074178478
JJ	few	 	DT	a	 	NP	shelter	NN	IN	as	NO	times	NNS	before	RB	shift	''	shift	1	-9.294198074178478
NNS	time	 	JJ	few	 	DT	a	 	NP	shelter	NO	before	RB	,	,	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	time	NNS	JJ	few	 	DT	a	 	NP	shelter	NO	before	RB	,	,	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	time	NNS	DT	a	 	NP	shelter	NN	IN	as	NO	before	RB	,	,	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	time	NNS	NP	shelter	NN	IN	as	 	NP	*t*	NO	before	RB	,	,	shift	''	reduce_binary	1	-9.294198074178478
RB	before	 	NP	time	NNS	NP	shelter	NN	IN	as	NO	,	,	and	CC	reduce_unary	ADVP_BAR	shift	1	-9.294198074178478
ADVP_BAR	before	RB	NP	time	NNS	NP	shelter	NN	IN	as	NO	,	,	and	CC	reduce_binary	ADVP	reduce_unary	1	-9.294198074178478
ADVP	before	RB	NP	shelter	NN	IN	as	 	NP	*t*	NO	,	,	and	CC	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	shelter	NN	NP	shelter	NN	IN	as	 	NP	*t*	NO	,	,	and	CC	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	shelter	NN	IN	as	 	NP	*t*	-NONE-	VBN	used	NO	,	,	and	CC	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	as	IN	IN	as	 	NP	*t*	-NONE-	VBN	used	NO	,	,	and	CC	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	as	IN	NP	*t*	-NONE-	VBN	use	 	VBD	had	NO	,	,	and	CC	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	use	VBN	NP	*t*	-NONE-	VBN	use	 	VBD	had	NO	,	,	and	CC	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	use	VBN	VBN	use	 	VBD	have	 	NP	she	NO	,	,	and	CC	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	use	VBN	VBD	have	 	NP	she	PRP	WHNP	 	NO	,	,	and	CC	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	use	VBN	VBD	have	 	NP	she	PRP	WHNP	 	NO	,	,	and	CC	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	use	VBN	NP	she	PRP	WHNP	 	 	NP	hovel	NO	,	,	and	CC	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	use	VBN	NP	she	PRP	WHNP	 	 	NP	hovel	NO	,	,	and	CC	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	use	VBN	WHNP	 	 	NP	hovel	NN	VBD	approached	NO	,	,	and	CC	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	 	 	WHNP	 	 	NP	hovel	NN	VBD	approached	NO	,	,	and	CC	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	 	 	NP	hovel	NN	VBD	approach	 	NP	she	NO	,	,	and	CC	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	approach	VBD	NP	hovel	NN	VBD	approach	 	NP	she	NO	,	,	and	CC	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	approach	VBD	VBD	approach	 	NP	she	PRP	NOPOS	noword	NO	,	,	and	CC	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	approach	VBD	NP	she	PRP	NOPOS	noword	 		 	NO	,	,	and	CC	shift	''	reduce_binary	1	-9.294198074178478
,	,	 	VP	approach	VBD	NP	she	PRP	NOPOS	noword	NO	and	CC	found	VBD	shift	''	shift	1	-9.294198074178478
CC	and	 	,	,	 	VP	approach	VBD	NP	she	NO	found	VBD	the	DT	shift	''	shift	1	-9.294198074178478
VBD	find	 	CC	and	 	,	,	 	VP	approached	NO	the	DT	entrance	NN	shift	''	shift	1	-9.294198074178478
DT	the	 	VBD	find	 	CC	and	 	,	,	NO	entrance	NN	was	VBD	shift	''	shift	1	-9.294198074178478
NN	entrance	 	DT	the	 	VBD	find	 	CC	and	NO	was	VBD	locked	VBN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	entrance	NN	DT	the	 	VBD	find	 	CC	and	NO	was	VBD	locked	VBN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	entrance	NN	VBD	find	 	CC	and	 	,	,	NO	was	VBD	locked	VBN	shift	''	reduce_binary	1	-9.294198074178478
VBD	be	 	NP	entrance	NN	VBD	find	 	CC	and	NO	locked	VBN	.	.	shift	''	shift	1	-9.294198074178478
VBN	lock	 	VBD	be	 	NP	entrance	NN	VBD	found	NO	.	.	noword	NOPOS	reduce_unary	VP	shift	1	-9.294198074178478
VP	lock	VBN	VBD	be	 	NP	entrance	NN	VBD	found	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	lock	VBN	VBD	be	 	NP	entrance	NN	VBD	found	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	lock	VBN	NP	entrance	NN	VBD	find	 	CC	and	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	lock	VBN	NP	entrance	NN	VBD	find	 	CC	and	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	lock	VBN	VBD	find	 	CC	and	 	,	,	NO	.	.	noword	NOPOS	reduce_unary	SBAR	reduce_binary	1	-9.294198074178478
SBAR	 	 	VBD	find	 	CC	and	 	,	,	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	find	VBD	VBD	find	 	CC	and	 	,	,	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	find	VBD	CC	and	 	,	,	 	VP	approached	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	find	VBD	CC	and	 	,	,	 	VP	approached	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	find	VBD	,	,	 	VP	approach	VBD	NP	she	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	find	VBD	VP	approach	VBD	NP	she	PRP	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	find	VBD	NP	she	PRP	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	shift	''	reduce_binary	1	-9.294198074178478
.	.	 	VP	find	VBD	NP	she	PRP	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	find	VBD	VP	find	VBD	NP	she	PRP	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	find	VBD	NP	she	PRP	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	find	VBD	NOPOS	noword	 		 	 		 	NO	.	.	noword	NOPOS	reduce_unary	ROOT	reduce_binary	2	-8.947624483898506
NOPOS	noword	 		 	 		 	 		 	NO	tough	JJ	luck	NN	postulate_gap	*		1	-9.294198074178478
-NONE-	*	 	NOPOS	noword	 		 	 		 	NO	tough	JJ	luck	NN	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	NOPOS	noword	 		 	 		 	NO	tough	JJ	luck	NN	postulate_gap	*	reduce_unary	1	-9.294198074178478
-NONE-	*	 	NP	*	-NONE-	NOPOS	noword	 		 	NO	tough	JJ	luck	NN	reduce_unary	VBD	postulate_gap	1	-9.294198074178478
VBD	 	 	NP	*	-NONE-	NOPOS	noword	 		 	NO	tough	JJ	luck	NN	shift	''	reduce_unary	1	-9.294198074178478
JJ	tough	 	VBD	 	 	NP	*	-NONE-	NOPOS	noword	NO	luck	NN	for	IN	shift	''	shift	1	-9.294198074178478
NN	luck	 	JJ	tough	 	VBD	 	 	NP	*	NO	for	IN	the	DT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	luck	NN	JJ	tough	 	VBD	 	 	NP	*	NO	for	IN	the	DT	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	luck	NN	VBD	 	 	NP	*	-NONE-	NOPOS	noword	NO	for	IN	the	DT	shift	''	reduce_binary	1	-9.294198074178478
IN	for	 	NP	luck	NN	VBD	 	 	NP	*	NO	the	DT	girl	NN	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	for	 	NP	luck	NN	VBD	 	NO	girl	NN	!	.	shift	''	shift	1	-9.294198074178478
NN	girl	 	DT	the	 	IN	for	 	NP	luck	NO	!	.	noword	NOPOS	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	girl	NN	DT	the	 	IN	for	 	NP	luck	NO	!	.	noword	NOPOS	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	girl	NN	IN	for	 	NP	luck	NN	VBD	 	NO	!	.	noword	NOPOS	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	for	IN	IN	for	 	NP	luck	NN	VBD	 	NO	!	.	noword	NOPOS	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	for	IN	NP	luck	NN	VBD	 	 	NP	*	NO	!	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	 	 	NP	luck	NN	VBD	 	 	NP	*	NO	!	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	 	 	VBD	 	 	NP	*	-NONE-	NOPOS	noword	NO	!	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	 	 	NP	*	-NONE-	NOPOS	noword	 		 	NO	!	.	noword	NOPOS	shift	''	reduce_binary	1	-9.294198074178478
.	!	 	VP	 	 	NP	*	-NONE-	NOPOS	noword	NO	!	.	noword	NOPOS	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	 	 	VP	 	 	NP	*	-NONE-	NOPOS	noword	NO	!	.	noword	NOPOS	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	 	 	NP	*	-NONE-	NOPOS	noword	 		 	NO	!	.	noword	NOPOS	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	 	 	NOPOS	noword	 		 	 		 	NO	!	.	noword	NOPOS	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
NOPOS	noword	 		 	 		 	 		 	NO	this	DT	day	NN	shift	''		1	-9.294198074178478
DT	this	 	NOPOS	noword	 		 	 		 	NO	day	NN	was	VBD	shift	''	shift	1	-9.294198074178478
NN	day	 	DT	this	 	NOPOS	noword	 		 	NO	was	VBD	even	RB	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	day	NN	DT	this	 	NOPOS	noword	 		 	NO	was	VBD	even	RB	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	day	NN	NOPOS	noword	 		 	 		 	NO	was	VBD	even	RB	shift	''	reduce_binary	1	-9.294198074178478
VBD	be	 	NP	day	NN	NOPOS	noword	 		 	NO	even	RB	worse	JJR	shift	''	shift	1	-9.294198074178478
RB	even	 	VBD	be	 	NP	day	NN	NOPOS	noword	NO	worse	JJR	than	IN	shift	''	shift	1	-9.294198074178478
JJR	bad	 	RB	even	 	VBD	be	 	NP	day	NO	than	IN	the	DT	reduce_unary	ADJP_BAR	shift	1	-9.294198074178478
ADJP_BAR	bad	JJR	RB	even	 	VBD	be	 	NP	day	NO	than	IN	the	DT	reduce_binary	ADJP	reduce_unary	1	-9.294198074178478
ADJP	bad	JJR	VBD	be	 	NP	day	NN	NOPOS	noword	NO	than	IN	the	DT	shift	''	reduce_binary	1	-9.294198074178478
IN	than	 	ADJP	bad	JJR	VBD	be	 	NP	day	NO	the	DT	others	NNS	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	than	 	ADJP	bad	JJR	VBD	was	NO	others	NNS	.	.	shift	''	shift	1	-9.294198074178478
NNS	others	 	DT	the	 	IN	than	 	ADJP	worse	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	others	NNS	DT	the	 	IN	than	 	ADJP	worse	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	others	NNS	IN	than	 	ADJP	bad	JJR	VBD	was	NO	.	.	noword	NOPOS	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	than	IN	IN	than	 	ADJP	bad	JJR	VBD	was	NO	.	.	noword	NOPOS	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	than	IN	ADJP	bad	JJR	VBD	be	 	NP	day	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VBD	ADJP	bad	JJR	VBD	be	 	NP	day	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	be	VBD	VBD	be	 	NP	day	NN	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	be	VBD	NP	day	NN	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	shift	''	reduce_binary	1	-9.294198074178478
.	.	 	VP	be	VBD	NP	day	NN	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	be	VBD	VP	be	VBD	NP	day	NN	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	be	VBD	NP	day	NN	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_binary	1	-9.294198074178478
NOPOS	noword	 		 	 		 	 		 	NO	no	DT	good	NNP	shift	''		1	-9.294198074178478
DT	no	 	NOPOS	noword	 		 	 		 	NO	good	NNP	samaritan	NNP	shift	''	shift	1	-9.294198074178478
NNP	good	 	DT	no	 	NOPOS	noword	 		 	NO	samaritan	NNP	had	VBD	shift	''	shift	1	-9.294198074178478
